datetime,zone_1,zone_2,zone_3,zone_4,zone_5
2007-01-20,1755621,585574,4927676,5316873,18202
2007-01-21,1924482,659151,5224019,5636622,18257
2007-01-22,1702269,608255,5300955,5719633,16172
2007-01-23,1564494,560454,5045748,5444269,16379
2007-01-24,1602146,593435,5110758,5514413,17128
2007-01-25,1734024,614065,5428401,5857151,17799
2007-01-26,1804866,638511,5801149,6259350,18644
2007-01-27,1627952,480285,4610922,4975088,16827
2007-01-28,1577873,505459,4407668,4755779,16565
2007-01-29,2048891,734863,5770040,6225781,18533
2007-01-30,1864310,625537,5668611,6116342,16927
2007-01-31,1955254,689394,5691253,6140770,16990
2007-02-01,1973221,675918,5414207,5841832,16077
2007-02-02,1719098,591162,5041812,5440016,15354
2007-02-03,1934306,630216,5035188,5432876,17732
2007-02-04,1956898,644142,5250037,5664695,18145
2007-02-05,2220961,804811,6495506,7008552,20006
2007-02-06,2356133,821520,6567992,7086769,21575
2007-02-07,1862348,656961,6033556,6510117,18794
2007-02-08,2031749,687165,6257409,6751653,19576
2007-02-09,2163951,714199,5945664,6415281,19648
2007-02-10,2060643,681753,5405209,5832130,20254
2007-02-11,2067256,652265,5406569,5833595,20017
2007-02-12,1811767,574572,5406596,5833623,16922
2007-02-13,1845737,615451,5468238,5900134,16520
2007-02-14,1888466,658222,5518741,5954632,17263
2007-02-15,2171570,759575,6316265,6815163,19884
2007-02-16,2176809,739119,6079365,6559543,19817
2007-02-17,2080592,731395,5433192,5862325,19714
2007-02-18,1972264,669225,5205587,5616737,18666
2007-02-19,1996050,672832,5707161,6157938,18566
2007-02-20,1545599,499868,4976516,5369563,15298
2007-02-21,1259707,418953,4527399,4884972,14017
2007-02-22,1316623,422041,4762976,5139153,14857
2007-02-23,1570451,524424,5243648,5657802,17563
2007-02-24,1698564,520380,4832943,5214651,17385
2007-02-25,1710033,568356,4767004,5143509,16414
2007-02-26,1552629,531762,4934863,5324623,15613
2007-02-27,1476508,463855,4756597,5132273,14760
2007-02-28,1463548,438553,4776420,5153665,15175
2007-03-01,1466980,451851,4862850,5246918,15147
2007-03-02,1215231,381236,4220538,4553865,14444
2007-03-03,1468968,429926,4125798,4451641,16372
2007-03-04,1657030,547614,4692194,5062779,17430
2007-03-05,1622939,521014,5056010,5455341,16180
2007-03-06,1581150,484219,5615098,6058595,16568
2007-03-07,1586552,477767,5586664,6027917,15008
2007-03-08,1640360,483456,5423277,5851625,14730
2007-03-09,1658816,493082,4983706,5377320,16512
2007-03-10,1440770,423403,4113028,4437860,15798
2007-03-11,1252672,348404,3714705,4008073,14447
2007-03-12,1388774,413174,4388517,4735116,14309
2007-03-13,1298177,379768,3989096,4304140,12908
2007-03-14,1224520,335838,3895295,4202925,12378
2007-03-15,1147366,332703,3891080,4198378,12484
2007-03-16,1431406,458053,4945020,5335582,15889
2007-03-17,1653506,560640,4826514,5207713,17142
2007-03-18,1470483,544593,4743357,5117985,16668
2007-03-19,1424218,518157,4916935,5305284,15141
2007-03-20,1203508,369273,4135740,4462363,12129
2007-03-21,1234883,398394,4552182,4911703,12678
2007-03-22,1250272,397076,4212816,4545529,12297
2007-03-23,1117401,344294,3744676,4040406,11312
2007-03-24,1264292,349208,3445718,3717833,12021
2007-03-25,1198137,351166,3334575,3597913,11274
2007-03-26,1212116,339294,3848314,4152233,10719
2007-03-27,1231612,355323,3783536,4082338,10676
2007-03-28,1199041,352953,3703402,3995875,10957
2007-03-29,1198459,349616,3805060,4105560,10828
2007-03-30,1342220,379951,3884682,4191476,12348
2007-03-31,1218092,363741,3398638,3667033,12558
2007-04-01,1153546,349116,3347216,3611556,11808
2007-04-02,1117103,352069,3719856,4013623,11099
2007-04-03,1137584,355499,3716299,4009789,10935
2007-04-04,1022920,345734,3670208,3960058,10719
2007-04-05,1176197,410120,4434136,4784338,13333
2007-04-06,1343340,466257,4360155,4704515,14928
2007-04-07,1578758,551805,4281100,4619214,16067
2007-04-08,1550206,513302,4239507,4574334,15628
2007-04-09,1412328,476457,4525847,4883296,14643
2007-04-10,1347248,431914,4361353,4705801,13184
2007-04-11,1407264,484110,4494439,4849405,13747
2007-04-12,1167422,389102,4162679,4491431,12457
2007-04-13,1203489,391771,4124646,4450399,11491
2007-04-14,1231719,409512,3802819,4103144,15085
2007-04-15,1227160,428244,3893568,4201068,13316
2007-04-16,1359614,450226,4685800,5055887,12129
2007-04-17,1233388,390106,4400123,4747638,12461
2007-04-18,967643,355476,4146105,4473546,11836
2007-04-19,1071613,392934,4025574,4343499,12537
2007-04-20,1027500,387137,3878441,4184739,11992
2007-04-21,1067595,373343,3351561,3616232,12105
2007-04-22,1062721,375210,3272890,3531353,11378
2007-04-23,1070554,362975,3823199,4125144,10671
2007-04-24,1098239,371165,3968418,4281829,10073
2007-04-25,1154333,393208,3719117,4012832,10113
2007-04-26,1027413,346274,3672461,3962490,9997
2007-04-27,1053006,336098,3663845,3953193,10706
2007-04-28,1229879,322245,3215494,3469422,11420
2007-04-29,1224268,339941,3196520,3448950,11009
2007-04-30,1193895,359179,3778201,4076583,10477
2007-05-01,1321171,402781,3888471,4195565,10412
2007-05-02,1334563,413384,3975917,4289919,10184
2007-05-03,1142484,353091,3640711,3928236,10513
2007-05-04,1135635,365184,3357292,3622424,11445
2007-05-05,1214404,358530,3028343,3267486,11694
2007-05-06,1196018,351910,3035357,3275051,11241
2007-05-07,1250738,368325,3748176,4044185,11228
2007-05-08,1194077,365088,3837185,4140226,10654
2007-05-09,1131964,364494,3972232,4285944,10359
2007-05-10,1232703,391421,4168099,4497285,10544
2007-05-11,1346128,433551,4205060,4537165,10542
2007-05-12,1400726,432072,3515711,3793355,10977
2007-05-13,1196067,366345,3144482,3392802,10494
2007-05-14,1056805,354096,3662662,3951916,10811
2007-05-15,1037363,379218,4083592,4406099,10650
2007-05-16,1075354,379526,3985751,4300526,10634
2007-05-17,934774,342053,3699410,3991569,10482
2007-05-18,917897,335015,3710528,4003564,12232
2007-05-19,1037600,363103,3297675,3558098,12169
2007-05-20,1080115,377754,3225617,3480341,11726
2007-05-21,1112391,395351,3715251,4008655,10719
2007-05-22,1104009,396476,3838994,4142179,10509
2007-05-23,1093642,392207,3946272,4257933,10402
2007-05-24,1091135,404975,4061071,4381797,10540
2007-05-25,1222759,441991,4268842,4605986,11020
2007-05-26,1409253,489518,3974418,4288304,12220
2007-05-27,1508504,506198,3665812,3955313,12465
2007-05-28,1490975,480246,3574937,3857260,12265
2007-05-29,1497573,484989,4229403,4563432,11977
2007-05-30,1483329,501806,4532148,4890094,11592
2007-05-31,1490401,477843,4789649,5167936,11806
2007-06-01,1534727,471076,4704708,5076282,8920
2007-06-02,1469779,470038,4159138,4487612,10503
2007-06-03,1245828,378601,3486130,3761444,11518
2007-06-04,1438685,429866,4248912,4584478,11168
2007-06-05,1476974,437271,4181158,4511376,10879
2007-06-06,1440854,417837,3960839,4273652,11181
2007-06-07,1532253,477405,4268728,4605866,11807
2007-06-08,1820612,571534,4917312,5305691,12089
2007-06-09,1801999,566351,4310125,4650529,12286
2007-06-10,1599755,497272,3753868,4050322,11581
2007-06-11,1442288,457259,4418130,4767069,11379
2007-06-12,1497645,462311,4359591,4703896,11337
2007-06-13,1430828,460578,4326405,4668088,11157
2007-06-14,1253676,368938,3757779,4054549,10704
2007-06-15,1212882,354543,3633765,3920737,11093
2007-06-16,1340866,412089,3529139,3807847,11836
2007-06-17,1589404,484190,3924937,4234912,12202
2007-06-18,1776568,559630,4830441,5211949,12843
2007-06-19,1893764,561166,4848450,5231382,12645
2007-06-20,1596511,504316,4452703,4804376,11698
2007-06-21,1552735,478389,4235539,4570047,11570
2007-06-22,1629471,492306,3984325,4298989,11237
2007-06-23,1573965,500058,3474372,3748745,11825
2007-06-24,1653040,508335,3509347,3786485,12038
2007-06-25,1686420,525127,4436699,4787106,12433
2007-06-26,1805485,561207,4942958,5333358,12856
2007-06-27,1747838,566380,5094767,5497159,13046
2007-06-28,1898179,579678,4856908,5240507,13304
2007-06-29,1879787,523801,4255272,4591344,12753
2007-06-30,1762472,500095,3971606,4285273,12906
2007-07-01,1600008,472979,3552178,3832702,12082
2007-07-02,1475316,445619,3838695,4141853,11985
2007-07-03,1503396,460877,3771512,4069368,11931
2007-07-04,1653301,531955,3719563,4013310,12635
2007-07-05,1717783,515580,4025800,4343746,12800
2007-07-06,1806572,556093,4339037,4681729,13209
2007-07-07,1901510,570204,4046253,4365808,13201
2007-07-08,1913314,603023,4150716,4478523,12917
2007-07-09,2051068,651484,5007709,5403223,13049
2007-07-10,1888620,581547,4974802,5367717,13399
2007-07-11,1735654,534076,4767706,5144263,12774
2007-07-12,1718554,511734,4400698,4748255,11485
2007-07-13,1469234,436173,4188691,4519503,11245
2007-07-14,1597358,501123,4028157,4346283,11915
2007-07-15,1766262,564888,4286220,4624740,12177
2007-07-16,1864103,542305,4762067,5138180,12533
2007-07-17,1766991,531977,4841990,5224415,12192
2007-07-18,1860994,595448,4929435,5318769,12731
2007-07-19,2021277,610202,4731770,5105481,12527
2007-07-20,1753880,534155,4218720,4551905,12282
2007-07-21,1538034,475267,3628219,3914756,11712
2007-07-22,1444731,452703,3638102,3925416,11385
2007-07-23,1476734,468808,4039425,4358444,11361
2007-07-24,1457019,401435,4134543,4461077,10916
2007-07-25,1477877,410296,4180113,4510244,11656
2007-07-26,1671784,522077,4671933,5040923,12271
2007-07-27,1686875,531202,4509242,4865377,12323
2007-07-28,1717101,543122,4379528,4725414,13377
2007-07-29,1775549,561233,4087343,4410148,13291
2007-07-30,1629772,507555,4628843,4994428,12695
2007-07-31,1756601,560244,4882874,5268523,12510
2007-08-01,1819664,597527,4987020,5380903,12752
2007-08-02,1865709,603730,5214692,5626558,13140
2007-08-03,1930478,611455,5123697,5528376,13380
2007-08-04,2048225,650347,4790728,5169101,14583
2007-08-05,2005513,622226,4205955,4538131,13775
2007-08-06,2035230,625532,5128195,5533230,13730
2007-08-07,2184423,668748,5523577,5959850,13814
2007-08-08,2303379,732505,5831508,6292101,14438
2007-08-09,2426103,762492,5292816,5710856,15222
2007-08-10,2334305,708687,5121248,5525738,15064
2007-08-11,2003477,655171,4483319,4837402,14077
2007-08-12,1851990,625295,4408440,4756618,13439
2007-08-13,1923589,626682,4989724,5383820,13257
2007-08-14,1815569,545657,4654089,5021671,12073
2007-08-15,1867238,567189,4762825,5138991,12435
2007-08-16,2191697,627744,4913491,5301564,13714
2007-08-17,2045106,633235,5029378,5426606,13453
2007-08-18,1792253,540499,3942796,4254182,12806
2007-08-19,1797689,574566,3717766,4011376,13376
2007-08-20,2106975,629224,3967725,4281074,13512
2007-08-21,1954755,568917,4079336,4401508,13084
2007-08-22,1810644,555107,3971478,4285128,13512
2007-08-23,1729410,526721,4206790,4539027,13878
2007-08-24,2043460,618911,4994231,5388684,14655
2007-08-25,2210493,677325,4727784,5101183,15178
2007-08-26,1858213,544601,4272577,4610009,14519
2007-08-27,1788778,551753,4568215,4929010,13279
2007-08-28,1860973,566610,4703074,5074521,13173
2007-08-29,1873858,590258,4752037,5127352,13625
2007-08-30,1789170,570272,4745635,5120446,13114
2007-08-31,1839447,560414,4537585,4895963,13153
2007-09-01,1651369,483082,3674374,3964552,12949
2007-09-02,1577305,471329,3507359,3784345,12701
2007-09-03,1616374,503399,3854255,4158645,13213
2007-09-04,1736386,524967,4536203,4894473,11796
2007-09-05,1749527,533479,4683397,5053290,12139
2007-09-06,1884182,548410,4961092,5352925,12810
2007-09-07,1841552,567348,5078834,5479964,13050
2007-09-08,1781431,568532,4677121,5046517,13467
2007-09-09,1748756,536675,4321373,4662665,13196
2007-09-10,1769265,531391,4774158,5151222,12993
2007-09-11,1826914,491216,4358233,4702440,11996
2007-09-12,1682256,445225,4107898,4432328,11061
2007-09-13,1613234,400341,3997776,4313500,11007
2007-09-14,1507495,390802,3891742,4199093,11511
2007-09-15,1446017,384375,3392364,3660263,11362
2007-09-16,1243885,342449,3153238,3402250,11731
2007-09-17,1244049,350061,3663020,3952303,11208
2007-09-18,1293960,352354,3733410,4028257,11180
2007-09-19,1267712,361630,3787226,4086322,11054
2007-09-20,1325528,371158,3910195,4219000,11505
2007-09-21,1352642,368416,4045016,4364477,11226
2007-09-22,1623772,468746,4063172,4384067,12433
2007-09-23,1695585,503039,3799336,4099386,11780
2007-09-24,1592517,445779,4017881,4335193,11202
2007-09-25,1611823,452049,4920648,5309286,11268
2007-09-26,1653721,480824,5588055,6029420,11757
2007-09-27,1650088,467179,5188743,5598559,11942
2007-09-28,1568015,406789,4698421,5069504,10848
2007-09-29,1306231,356435,4261069,4597595,11393
2007-09-30,1299658,349753,4189118,4519963,11522
2007-10-01,1333017,355632,3741835,4037345,11034
2007-10-02,1366048,366272,3911890,4220830,11612
2007-10-03,1419727,413992,4152609,4480568,10865
2007-10-04,1570191,440438,4393236,4740207,10880
2007-10-05,1464161,446703,4262551,4599195,11690
2007-10-06,1509303,448705,3812414,4113500,12654
2007-10-07,1604552,464863,3925602,4235629,12251
2007-10-08,1633095,486334,4599244,4962490,11917
2007-10-09,1685745,479232,4570635,4931619,11310
2007-10-10,1534338,417966,4106193,4430485,10768
2007-10-11,1271163,333342,3699200,3991338,11428
2007-10-12,1272813,338229,3636777,3923986,12419
2007-10-13,1267732,343729,3290856,3550737,12880
2007-10-14,1275986,345421,3284754,3544152,11936
2007-10-15,1272551,351179,3722635,4016625,11073
2007-10-16,1271855,344188,3791733,4091183,10950
2007-10-17,1243333,355647,3845038,4148700,10821
2007-10-18,1308451,362844,3859473,4164273,10683
2007-10-19,1360778,363466,3891823,4199180,11543
2007-10-20,1291703,333224,3266796,3524773,12047
2007-10-21,1266332,347738,3240957,3496891,11886
2007-10-22,1255919,353189,3726149,4020416,10965
2007-10-23,1292081,357517,3925760,4235789,10510
2007-10-24,1294481,368264,3763653,4060887,10866
2007-10-25,1273988,363179,3818947,4120546,11535
2007-10-26,1269430,372212,3847401,4151248,12491
2007-10-27,1205080,345696,3274829,3533440,12209
2007-10-28,1253570,356528,3294762,3554952,12158
2007-10-29,1432603,428008,4073676,4395401,12675
2007-10-30,1507648,440262,4133722,4460193,12348
2007-10-31,1400242,410661,3966649,4279919,11889
2007-11-01,1236073,377024,3838818,4141986,11601
2007-11-02,1313325,404656,4042536,4361800,13164
2007-11-03,1368327,433637,3743930,4039601,14177
2007-11-04,1429947,408570,3694504,3986280,13461
2007-11-05,1428307,416280,4150488,4478282,12603
2007-11-06,1403281,411674,4213106,4545840,12476
2007-11-07,1602879,484416,4462550,4814998,13913
2007-11-08,1721807,547050,4751347,5126610,14975
2007-11-09,1576133,476001,4518177,4875015,15584
2007-11-10,1591424,458763,4169235,4498510,16835
2007-11-11,1619788,489214,3979171,4293425,15580
2007-11-12,1411645,403992,4015664,4332807,14194
2007-11-13,1295640,365878,3895417,4203055,12334
2007-11-14,1229902,362182,3873042,4178918,12211
2007-11-15,1408468,417007,4149407,4477115,13592
2007-11-16,1677066,501302,4526040,4883505,16660
2007-11-17,1659807,513941,4295495,4634748,17161
2007-11-18,1513919,449648,4056917,4377312,15789
2007-11-19,1422732,417458,4465963,4818681,15147
2007-11-20,1385993,393085,4141343,4468411,14548
2007-11-21,1300562,387636,3731512,4026208,14056
2007-11-22,1129793,362241,3028843,3268024,15458
2007-11-23,1349710,473735,3824843,4126908,18050
2007-11-24,1827638,569402,4345967,4689205,19365
2007-11-25,1632441,475143,4063537,4384461,16287
2007-11-26,1468529,446543,4148793,4476453,13811
2007-11-27,1341617,404259,4169244,4498515,13703
2007-11-28,1625327,472971,4516790,4873522,14739
2007-11-29,1665282,484464,4472632,4825876,15063
2007-11-30,1660286,496552,4501171,4856667,15930
2007-12-01,1711993,482848,4390900,4737685,16025
2007-12-02,1622177,513674,4450569,4802065,15449
2007-12-03,1545591,494274,4823084,5204014,15097
2007-12-04,1929666,601433,5283768,5701094,16112
2007-12-05,1861236,594156,5515621,5951263,16787
2007-12-06,1987864,616342,5488325,5921815,17055
2007-12-07,1962683,623024,5323634,5744112,17140
2007-12-08,1502574,452714,4409329,4757574,15261
2007-12-09,1359838,393295,4228432,4562383,13948
2007-12-10,1261893,376472,4495369,4850414,12380
2007-12-11,1312511,366947,4373456,4718866,12157
2007-12-12,1260843,381349,4199417,4531077,12318
2007-12-13,1365782,419965,4803073,5182423,13503
2007-12-14,1416694,428996,4650942,5018272,13968
2007-12-15,1845023,587057,4869457,5254051,16939
2007-12-16,1855910,576424,4627626,4993111,17778
2007-12-17,1938376,633973,5236267,5649839,20886
2007-12-18,2026192,618487,5323013,5743440,16981
2007-12-19,1937054,572958,5083526,5485032,16255
2007-12-20,1866175,543353,4998635,5393431,15764
2007-12-21,1856255,580409,4818596,5199168,16457
2007-12-22,1671281,522873,4328403,4670247,16024
2007-12-23,1479799,480320,3971939,4285626,15559
2007-12-24,1544440,502536,3952385,4264526,16423
2007-12-25,1580808,468949,3687084,3978268,16478
2007-12-26,1733021,516597,4527190,4884741,16815
2007-12-27,1518681,489658,4337164,4679701,16650
2007-12-28,1627277,519829,4551600,4911080,16899
2007-12-29,1445259,444628,3952885,4265066,15853
2007-12-30,1575175,496972,4368601,4713628,17402
2007-12-31,1611919,497113,4117431,4442613,16593
2008-01-01,1751170,547931,4081181,4403496,17119
2008-01-02,2270683,795831,5649178,6095369,18879
2008-01-03,2365111,795499,5986340,6459165,19354
2008-01-04,2258712,709172,5672843,6120908,18595
2008-01-05,1929453,580418,4610439,4974566,16564
2008-01-06,1500820,453547,3918580,4228054,14446
2008-01-07,1412836,417930,3940337,4251528,13231
2008-01-08,1358248,384594,3933021,4243629,13131
2008-01-09,1302119,372462,3912231,4221201,12775
2008-01-10,1563166,504219,4664369,5032764,14880
2008-01-11,1346464,444147,4311340,4651838,14584
2008-01-12,1569853,480404,4117790,4443002,14992
2008-01-13,1768863,545561,4506136,4862024,15360
2008-01-14,1846042,599645,5049432,5448242,15796
2008-01-15,2046952,635830,5452135,5882762,16892
2008-01-16,1998785,629726,5269070,5685232,16313
2008-01-17,2040559,666860,5329867,5750834,16585
2008-01-18,1813057,562873,4900352,5287390,15540
2008-01-19,1927098,586493,4734948,5108916,17361
2008-01-20,2200133,767340,5610519,6053656,20096
2008-01-21,2403905,805347,6059503,6538112,20397
2008-01-22,2180537,677126,5621418,6065419,18055
2008-01-23,1802666,543632,5045013,5443484,15538
2008-01-24,2083260,671151,5591954,6033622,17430
2008-01-25,2218408,722913,5778437,6234842,19103
2008-01-26,1979686,600470,5150968,5557802,18113
2008-01-27,1871687,537081,4789154,5167402,17018
2008-01-28,1876017,538568,4972026,5364718,15727
2008-01-29,1632227,474526,5002722,5397843,14663
2008-01-30,1545187,494046,4818535,5199107,15370
2008-01-31,1888170,607013,5264989,5680833,16152
2008-02-01,1804542,631026,5296783,5715133,16606
2008-02-02,1724540,525575,4642690,5009373,15864
2008-02-03,1594241,471637,4394227,4741278,15239
2008-02-04,1449510,430191,4460520,4812809,14012
2008-02-05,1310245,378191,4370689,4715879,12723
2008-02-06,1221617,352895,3989385,4304452,12759
2008-02-07,1270803,420907,4392458,4739368,13971
2008-02-08,1528250,469751,4662008,5030213,15252
2008-02-09,1461001,443806,4223953,4557551,15309
2008-02-10,1498776,471921,4631946,4997774,15183
2008-02-11,1902233,644806,5937402,6406361,16254
2008-02-12,1943512,686692,5856579,6319161,16994
2008-02-13,1798330,620102,5425157,5853653,16085
2008-02-14,1842249,597547,5270116,5686360,16319
2008-02-15,1629237,503403,4746697,5121592,15445
2008-02-16,1441102,416195,4419000,4768003,15950
2008-02-17,1547646,502096,4444389,4795400,16429
2008-02-18,1267221,422465,4211518,4544133,14538
2008-02-19,1623565,534701,5021369,5417968,15979
2008-02-20,1686192,568271,5633103,6078026,17228
2008-02-21,1876021,635553,5704685,6155258,17657
2008-02-22,1928930,618330,5380294,5805241,16844
2008-02-23,1624913,495771,4808962,5188774,15707
2008-02-24,1706545,583021,4604349,4968000,16121
2008-02-25,1583767,490053,4729758,5103312,14512
2008-02-26,1544156,476589,4928279,5317518,14943
2008-02-27,1747004,623974,5257436,5672679,17226
2008-02-28,2020243,679065,5835135,6296020,18675
2008-02-29,1789537,597731,5407242,5834325,18034
2008-03-01,1455694,437228,4485092,4839323,16857
2008-03-02,1514042,447764,4391874,4738741,15771
2008-03-03,1418248,409301,4242775,4577857,13588
2008-03-04,1219232,349213,3931610,4242107,12934
2008-03-05,1250491,393195,4135639,4462259,11684
2008-03-06,1446229,442652,4472876,4826139,14504
2008-03-07,1547198,465040,4596115,4959116,16169
2008-03-08,1510169,477442,4313175,4653818,17220
2008-03-09,1780271,564959,4673890,5043032,17698
2008-03-10,1602759,484636,4752508,5127860,15284
2008-03-11,1435716,415246,4377415,4723135,13332
2008-03-12,1450552,418861,4305348,4645380,13249
2008-03-13,1418658,402200,4350932,4694560,13490
2008-03-14,1231739,345173,3873691,4179617,13602
2008-03-15,1215401,354284,3496128,3772227,14221
2008-03-16,1286231,384058,3789036,4088276,14101
2008-03-17,1535687,446071,4440781,4791511,14157
2008-03-18,1596368,451121,4383102,4729272,13382
2008-03-19,1286703,367685,4115766,4440810,12323
2008-03-20,1307941,389746,4195049,4526368,13270
2008-03-21,1409906,391953,3996486,4312110,13510
2008-03-22,1283841,370903,3901220,4209320,13191
2008-03-23,1377562,415953,3879022,4185371,13652
2008-03-24,1489338,477295,4304661,4644631,14351
2008-03-25,1454226,487040,4484566,4838754,14268
2008-03-26,1227508,391854,3951335,4263392,12133
2008-03-27,1138978,338765,3941435,4252722,12335
2008-03-28,1142716,318018,3803365,4103737,11967
2008-03-29,1347493,354894,3916812,4226146,13376
2008-03-30,1586636,480341,4144171,4471461,13876
2008-03-31,1529924,473039,4354479,4698386,13129
2008-04-01,1264338,368444,3881922,4188497,11674
2008-04-02,1217174,344048,3926048,4236112,11769
2008-04-03,1497838,445843,4512995,4869430,13559
2008-04-04,1380460,409669,4174191,4503854,13137
2008-04-05,1208613,345970,3351685,3616365,12273
2008-04-06,1346409,410400,3688782,3980105,13241
2008-04-07,1309650,421647,4254594,4590609,12418
2008-04-08,1242080,392240,4192586,4523708,11615
2008-04-09,1099499,356486,3895856,4203537,11290
2008-04-10,1035693,348282,3776104,4074317,11177
2008-04-11,1048104,340084,3646575,3934559,11183
2008-04-12,1088973,332533,3199258,3451899,11285
2008-04-13,1111426,357274,3360279,3625648,12811
2008-04-14,1294531,445447,3948654,4260496,13337
2008-04-15,1270786,420033,4011776,4328610,12855
2008-04-16,1283848,409010,3913666,4222753,12075
2008-04-17,1209024,374358,3738512,4033760,11895
2008-04-18,1133982,352784,3590434,3873982,11509
2008-04-19,1140242,321955,3113565,3359438,11502
2008-04-20,1069062,326099,3142434,3390587,11380
2008-04-21,1010355,348475,3690025,3981440,11455
2008-04-22,949893,344827,3706279,3998972,11110
2008-04-23,945921,341432,3663737,3953075,11049
2008-04-24,1041277,352766,3711732,4004860,11042
2008-04-25,1091034,348275,3669976,3959804,11029
2008-04-26,1200004,358979,3447688,3719966,11605
2008-04-27,1105462,337342,3221951,3476387,11298
2008-04-28,1091065,337413,3708121,4000966,11491
2008-04-29,1147909,365978,3881177,4187691,12389
2008-04-30,1214131,379653,3909638,4218398,12260
2008-05-01,1175589,349864,3794677,4094358,11719
2008-05-02,1156628,347834,3541139,3820786,11581
2008-05-03,1148196,343691,3243066,3499170,11905
2008-05-04,1210533,347871,3132221,3379570,11366
2008-05-05,1075173,343048,3609165,3894192,11329
2008-05-06,1106715,345662,3661948,3951139,11252
2008-05-07,1003220,358568,3774025,4072072,11586
2008-05-08,1060333,354325,3766518,4063975,10895
2008-05-09,1212188,339382,3547212,3827348,11136
2008-05-10,1195663,333665,3201909,3454766,12013
2008-05-11,1180371,338255,3339958,3603720,12333
2008-05-12,1208059,367421,4050484,4370378,12746
2008-05-13,1186811,355617,3895658,4203317,11687
2008-05-14,1090021,341187,3715848,4009301,11311
2008-05-15,1071742,342817,3787877,4087016,11081
2008-05-16,1102395,342080,3605436,3890169,11265
2008-05-17,1116383,330551,3269931,3528164,11666
2008-05-18,1082699,328224,3182565,3433891,11724
2008-05-19,1072006,343888,3612878,3898203,11511
2008-05-20,1052706,338603,3809162,4109989,11579
2008-05-21,913798,334967,3765354,4062718,11534
2008-05-22,997694,343642,3712998,4006227,11285
2008-05-23,1077820,340976,3554920,3835662,11398
2008-05-24,1290397,361930,3158964,3408429,11748
2008-05-25,1301737,374249,3115210,3361211,12062
2008-05-26,1280052,408326,3304133,3565061,12142
2008-05-27,1280065,429894,3994519,4309992,11288
2008-05-28,1109666,355808,3748262,4044276,10718
2008-05-29,1130380,358410,3828507,4130857,10911
2008-05-30,1237874,414807,3995708,4311273,11263
2008-05-31,1553754,467382,3721467,4015365,12214
2008-06-01,1496199,442609,3594500,3878372,11409
2008-06-02,1365190,429134,3892508,4199917,10758
2008-06-03,1333905,403258,4047453,4367109,11173
2008-06-04,1523971,494679,3995201,4310729,9692
2008-06-05,1762400,571910,4479247,4833009,12582
2008-06-06,1928092,618951,4941424,5331704,13506
2008-06-07,2048664,632566,4930503,5319916,14116
2008-06-08,2061173,643740,4846011,5228747,13918
2008-06-09,2049691,648758,5440906,5870640,13368
2008-06-10,2002696,612691,5289730,5707522,12923
2008-06-11,1807370,542822,4776884,5154169,11957
2008-06-12,1799511,521551,4814215,5194442,11985
2008-06-13,1808359,549999,4818484,5199049,12551
2008-06-14,1815498,496411,4216678,4549702,12349
2008-06-15,1674184,507660,3963935,4276988,12423
2008-06-16,1618882,509133,4049636,4369458,11446
2008-06-17,1429947,445503,3968158,4281544,10697
2008-06-18,1245388,398609,3869296,4174872,10607
2008-06-19,1267117,415392,3810115,4111014,10870
2008-06-20,1316228,424537,3879838,4186242,10807
2008-06-21,1387411,460203,3866585,4171952,11658
2008-06-22,1433686,443667,3811310,4112307,11593
